LATITUDE,LONGITUDE,CIDADE,ÂNGULO,MWH
-15.4191704,-56.456297,Cuiaba,45,31.07785869
-15.4191704,-56.456297,Cuiaba,50,30.95298723
-15.4191704,-56.456297,Cuiaba,55,30.81676381
-15.4191704,-56.456297,Cuiaba,60,30.66918845
-15.4191704,-56.456297,Cuiaba,65,30.50931513
-15.4191704,-56.456297,Cuiaba,70,30.34281985
-15.4191704,-56.456297,Cuiaba,75,30.17064859
-15.4191704,-56.456297,Cuiaba,80,29.99753133
-15.4191704,-56.456297,Cuiaba,85,29.82441407
-15.4191704,-56.456297,Cuiaba,90,29.64940482
-15.4191704,-56.456297,Cuiaba,95,29.47344958
-15.4191704,-56.456297,Cuiaba,100,29.29654834
-15.4191704,-56.456297,Cuiaba,105,29.12153909
-15.4191704,-56.456297,Cuiaba,110,28.94842183
-15.4191704,-56.456297,Cuiaba,115,28.77908855
-15.4191704,-56.456297,Cuiaba,120,28.61448526
-15.4191704,-56.456297,Cuiaba,125,28.45839593
-15.4191704,-56.456297,Cuiaba,130,28.30987457
-15.4191704,-56.456297,Cuiaba,135,28.17175916
-15.4191704,-56.456297,Cuiaba,140,28.04404971
-15.4191704,-56.456297,Cuiaba,145,27.9286382
-15.4191704,-56.456297,Cuiaba,150,27.82457865
-15.4191704,-56.456297,Cuiaba,155,27.73470903
-15.4191704,-56.456297,Cuiaba,160,27.65997536
-15.4191704,-56.456297,Cuiaba,165,27.60132361
-15.4191704,-56.456297,Cuiaba,170,27.56064578
-15.4191704,-56.456297,Cuiaba,175,27.53888787
-15.4191704,-56.456297,Cuiaba,180,27.53699588
-22.2312801,-54.86489,Dourados,0,32.046
-22.2312801,-54.86489,Dourados,5,32.02510766
-22.2312801,-54.86489,Dourados,10,31.98332298
-22.2312801,-54.86489,Dourados,15,31.91779701
-22.2312801,-54.86489,Dourados,20,31.83042904
-22.2312801,-54.86489,Dourados,25,31.72121908
-22.2312801,-54.86489,Dourados,30,31.5968147
-22.2312801,-54.86489,Dourados,35,31.46196414
-22.2312801,-54.86489,Dourados,40,31.31381846
-22.2312801,-54.86489,Dourados,45,31.151428
-22.2312801,-54.86489,Dourados,50,30.97384312
-22.2312801,-54.86489,Dourados,55,30.78296311
-22.2312801,-54.86489,Dourados,60,30.57878797
-22.2312801,-54.86489,Dourados,65,30.36511631
-22.2312801,-54.86489,Dourados,70,30.1447971
-22.2312801,-54.86489,Dourados,75,29.92162892
-22.2312801,-54.86489,Dourados,80,29.69561179
-22.2312801,-54.86489,Dourados,85,29.46674571
-22.2312801,-54.86489,Dourados,90,29.23408102
-22.2312801,-54.86489,Dourados,95,29.00046668
-22.2312801,-54.86489,Dourados,100,28.76875164
-22.2312801,-54.86489,Dourados,105,28.5389359
-22.2312801,-54.86489,Dourados,110,28.31386842
-22.2312801,-54.86489,Dourados,115,28.09544851
-22.2312801,-54.86489,Dourados,120,27.88652511
-22.2312801,-54.86489,Dourados,125,27.68709824
-22.2312801,-54.86489,Dourados,130,27.50001683
-22.2312801,-54.86489,Dourados,135,27.32433125
-22.2312801,-54.86489,Dourados,140,27.16289044
-22.2312801,-54.86489,Dourados,145,27.01854337
